Date,Amount,Subcategory,ITEM,,,,
06/08/2018,-80.51,PAYMENT,1ST STOP STATIONER,,,,
06/08/2018,-18.76,DIRECTDEBIT,ETORO CYPRUS,,,,
06/08/2018,-31.92,DIRECTDEBIT,MAISON DU VELO CAF,,,,
06/08/2018,-72.29,DIRECTDEBIT,WWW.TICKETLINE.CO.,,,,
06/08/2018,-19.63,PAYMENT,NEW GURKHA KITCHEN,,,,
06/08/2018,-4.49,PAYMENT,ETORO CYPRUS,,,,
06/08/2018,-9.45,PAYMENT,ETORO CYPRUS,,,,
06/08/2018,-20.65,PAYMENT,Amazon Digital Vid,,,,
06/08/2018,-6.5,PAYMENT,Amazon Digital Dwn,,,,
06/08/2018,-6.19,PAYMENT,WEST CENTRAL,,,,
06/08/2018,-1.6,PAYMENT,TOY BARNHAUS,,,,
06/08/2018,-10.35,PAYMENT,HORIZON PARKING LT,,,,
06/08/2018,-2.85,PAYMENT,SAINSBURY'S S/MKTS,,,,
06/08/2018,-6.7,PAYMENT,NOWTV.COM/BILLINGH,,,,
06/08/2018,-10.49,PAYMENT,BOOTS,,,,
06/08/2018,-5.55,PAYMENT,WH SMITH,,,,
06/08/2018,-15,PAYMENT,TFL.GOV.UK/CP,,,,
06/08/2018,-3.99,PAYMENT,MARKS&SPENCER PLC,,,,
06/08/2018,-105.11,PAYMENT,HOMEBASE LTD,,,,
03/08/2018,-23.9,PAYMENT,DEEP BLUE,,,,
03/08/2018,-3.49,PAYMENT,REIGATE&BANSTEAD,,,,
03/08/2018,-2.19,PAYMENT,WH SMITH,,,,
03/08/2018,-25,PAYMENT,THE BALCONY-WATERL,,,,
03/08/2018,-9.95,PAYMENT,TFL.GOV.UK/CP,,,,
03/08/2018,-3.4,PAYMENT,MUSETTE CYCLE CAFF,,,,
03/08/2018,-7,PAYMENT,THE BLACK HORSE,,,,
03/08/2018,-15.5,PAYMENT,RINGGO PARKING,,,,
03/08/2018,-15.1,PAYMENT,IZ,,,,
03/08/2018,-2.85,PAYMENT,Indigo Park Servic,,,,
03/08/2018,-7.1,PAYMENT,ITUNES.COM/BILL,,,,
03/08/2018,-25.2,PAYMENT,ETORO CYPRUS,,,,
03/08/2018,-85,DIRECTDEBIT,ETORO CYPRUS,,,,
02/08/2018,-5.49,PAYMENT,HOMEBASE LTD,,,,
02/08/2018,-9.41,PAYMENT,NEXT DIRECTORY,,,,
02/08/2018,-6.23,PAYMENT,BAXTER GREENE,,,,
02/08/2018,-2.6,PAYMENT,SAINSBURY'S S/MKTS,,,,
02/08/2018,-7.1,PAYMENT,MARKS&SPENCER PLC,,,,
02/08/2018,-15.4,PAYMENT,HOLBORN GRIND,,,,
02/08/2018,-12,PAYMENT,COSTA COFFEE,,,,
01/08/2018,-6.2,PAYMENT,COSTA COFFEE,,,,
01/08/2018,-6,OTH,ODEON BAR,,,,
01/08/2018,-12.5,OTH,Chakka Food Limite,,,,
01/08/2018,-15.5,OTH,PUCCINOS,,,,
01/08/2018,4,OTH,Charlie Brown Hair,,,,
01/08/2018,104.4,BCC,NEW SOUTHERN RAILW,,,,
01/08/2018,-3.1,PAYMENT,MBNA LTD CS,,,,
01/08/2018,-2.65,PAYMENT,INDIGO PARK SOLUTI,,,,
01/08/2018,-12.2,PAYMENT,W M MORRISONS,,,,
01/08/2018,-55,PAYMENT,TESCO STORE,,,,
01/08/2018,-25.37,DIRECTDEBIT,COSTA @ NEXT,,,,
01/08/2018,-19.38,DIRECTDEBIT,WWW.TICKETLINE.CO.,,,,
01/08/2018,-2400,DIRECTDEBIT,TK MAXX,,,,
31/07/2018,-3.49,PAYMENT,SAINSBURY'S S/MKTS,,,,
31/07/2018,-114.93,PAYMENT,HOMEBASE LTD,,,,
31/07/2018,-64,FT,B&Q,,,,
31/07/2018,-787.8,PAYMENT,SPAR TERMINAL,,,,
31/07/2018,787.8,FT,WH SMITH,,,,
31/07/2018,-500,FT,WEST CENTRAL,,,,
31/07/2018,-585.03,DIRECTDEBIT,WEST CENTRAL,,,,
31/07/2018,7593.37,DIRECTDEP,WATERSTONES,,,,
30/07/2018,20,FT,CARDS DIRECT REDHI,,,,
30/07/2018,100,FT,WAGAMAMA,,,,
30/07/2018,-243.5,CASH,WAITROSE,,,,
30/07/2018,13.5,OTH,MARKET STORES,,,,
30/07/2018,-13.5,CASH,WAITROSE,,,,
30/07/2018,-21.73,PAYMENT,WAITROSE,,,,
30/07/2018,-10,PAYMENT,TIGER,,,,
30/07/2018,-6.68,PAYMENT,TIGER,,,,
30/07/2018,-8,PAYMENT,TFL.GOV.UK/CP,,,,
30/07/2018,-1.8,PAYMENT,TFL.GOV.UK/CP,,,,
27/07/2018,250,FT,PUCCINOS,,,,
27/07/2018,5.2,BCC,EAT LTD,,,,
27/07/2018,-20,PAYMENT,BLEECKER ST BURGER,,,,
27/07/2018,-9.98,PAYMENT,PIZZA EXPRESS,,,,
27/07/2018,-6.35,PAYMENT,JOHN LEWIS,,,,
27/07/2018,-8.5,PAYMENT,JOHN LEWIS,,,,
27/07/2018,-3,PAYMENT,WH SMITH,,,,
27/07/2018,-8,PAYMENT,SMIGGLE,,,,
27/07/2018,-6.05,PAYMENT,LOCAL HERO (KINGST,,,,
27/07/2018,-13.5,PAYMENT,HEMA RETAIL UK,,,,
27/07/2018,-12.5,PAYMENT,COSTA COFFEE,,,,
27/07/2018,-18.3,PAYMENT,BOOTS,,,,
27/07/2018,-2.4,PAYMENT,PUCCINOS,,,,
27/07/2018,-1.9,PAYMENT,CLAS OHLSON,,,,
27/07/2018,-7.99,PAYMENT,BUILD A BEAR WORKS,,,,
27/07/2018,-21.75,CASH,TFL.GOV.UK/CP,,,,
26/07/2018,-5.49,PAYMENT,PUCCINOS,,,,
26/07/2018,-85.98,PAYMENT,HOMEBASE LTD,,,,
26/07/2018,-13,PAYMENT,Amazon UK Marketpl,,,,
26/07/2018,-35,PAYMENT,TFL.GOV.UK/CP,,,,
26/07/2018,-12.75,PAYMENT,PUCCINOS,,,,
26/07/2018,-9.99,PAYMENT,K10,,,,
25/07/2018,-19.27,CASH,HORIZON PARKING LT,,,,
25/07/2018,-5.2,PAYMENT,COSTA COFFEE,,,,
25/07/2018,0.95,BCC,SIX CARD C/LESS ST,,,,
25/07/2018,0.95,BCC,RONTEC REIGATE MAN,,,,
25/07/2018,-2.65,PAYMENT,REDEMPTION,,,,
25/07/2018,-12.2,PAYMENT,NEXT MAIDSTONE,,,,
25/07/2018,-8.7,PAYMENT,NEW SOUTHERN RAILW,,,,
25/07/2018,-7.1,PAYMENT,INDIGO PARK SOLUTI,,,,
25/07/2018,-7.99,PAYMENT,ETSY.COM - LITTLEP,,,,
24/07/2018,-38.19,CASH,WEST CENTRAL,,,,
24/07/2018,-19.34,CASH,TFL.GOV.UK/CP,,,,
24/07/2018,-16.85,PAYMENT,ROYAL STAR,,,,
24/07/2018,-4.99,PAYMENT,PUCCINOS,,,,
24/07/2018,-18.34,PAYMENT,ELECTRICITY SHOWRO,,,,
24/07/2018,-0.67,PAYMENT,SAINSBURY'S S/MKTS,,,,
24/07/2018,-11.9,PAYMENT,RED DOG SALOON,,,,
24/07/2018,-10,PAYMENT,MARTIN MCCOLL,,,,
24/07/2018,-0.89,PAYMENT,CHECKMYFILE.COM,,,,
23/07/2018,-9.3,OTH,LAPLAND UK,,,,
23/07/2018,-3.49,PAYMENT,LAPLAND UK,,,,
23/07/2018,-74.93,PAYMENT,LAPLAND UK,,,,
23/07/2018,-106.33,PAYMENT,LAPLAND UK,,,,
23/07/2018,-48,FT,TESCO STORE,,,,
23/07/2018,-19,FT,Spotify P,,,,
23/07/2018,-16.5,FT,Udemy,,,,
23/07/2018,560,FT,Udemy,,,,
23/07/2018,-54.58,DIRECTDEBIT,Udemy,,,,
23/07/2018,-3.49,PAYMENT,Udemy,,,,
23/07/2018,-50,CASH,LITTLE TUSCANY,,,,
23/07/2018,-12,PAYMENT,COSTA COFFEE,,,,
23/07/2018,-10.01,PAYMENT,GOOGLE,,,,
23/07/2018,-4.8,PAYMENT,TFL.GOV.UK/CP,,,,
23/07/2018,-5.35,PAYMENT,LONDIS,,,,
23/07/2018,-0.72,PAYMENT,CAFFE NERO,,,,
23/07/2018,-109,PAYMENT,PUCCINOS,,,,
23/07/2018,-3.1,PAYMENT,NEW SOUTHERN RAILW,,,,
23/07/2018,-3.3,PAYMENT,JOHN LEWIS,,,,
23/07/2018,-12.2,PAYMENT,INDIGO PARK SOLUTI,,,,
23/07/2018,-9,PAYMENT,CARAVAN CITY,,,,
23/07/2018,-2.8,PAYMENT,W M MORRISONS,,,,
23/07/2018,-28.77,PAYMENT,W M MORRISONS,,,,
23/07/2018,-2.85,PAYMENT,TFL.GOV.UK/CP,,,,
23/07/2018,-40,CASH,LEON WATLING,,,,
20/07/2018,-2.65,PAYMENT,COSTA COFFEE,,,,
20/07/2018,-22.3,PAYMENT,COSTA COFFEE,,,,
20/07/2018,-7,PAYMENT,BILLS REIGATE,,,,
20/07/2018,-1.7,PAYMENT,AMAZON DIGITAL DWN,,,,
20/07/2018,-7.1,PAYMENT,TFL.GOV.UK/CP,,,,
19/07/2018,-9.57,PAYMENT,M&S SIMPLY FOOD,,,,
18/07/2018,-4.98,PAYMENT,GRAB FOOD LTD,,,,
18/07/2018,-11.56,PAYMENT,WWW.TICKETLINE.CO.,,,,
18/07/2018,-6.65,PAYMENT,WH SMITH TRAVEL,,,,
18/07/2018,-3.1,PAYMENT,HORIZON PARKING LT,,,,
18/07/2018,-2.65,PAYMENT,SURREY&SUSSEX HE,,,,
18/07/2018,-12.2,PAYMENT,SAINSBURY'S S/MKTS,,,,
18/07/2018,-115,PAYMENT,THE HATCH PUBLIC H,,,,
18/07/2018,-34.8,PAYMENT,THE HATCH PUBLIC H,,,,
18/07/2018,-28.75,PAYMENT,MAISON DU VELO CAF,,,,
18/07/2018,-7.1,PAYMENT,MIPERMIT,,,,
18/07/2018,-2.3,PAYMENT,JOHN LEWIS FINANCIAL,,,,
18/07/2018,-43.94,DIRECTDEBIT,READING S/W WH SMI,,,,
17/07/2018,-5.99,PAYMENT,READING S/W GREGGS,,,,
17/07/2018,-7.8,PAYMENT,READING S/W COSTA,,,,
17/07/2018,-3.1,PAYMENT,M&S SIMPLY FOOD,,,,
17/07/2018,-3.2,PAYMENT,CRIPP JCT,,,,
17/07/2018,-113.58,PAYMENT,CRIPP JCT,,,,
17/07/2018,-195,FT,BP HILLSIDE CONNEC,,,,
17/07/2018,500,FT,MARTIN MCCOLL,,,,
16/07/2018,-22.74,PAYMENT,WAHACA ST PAULS,,,,
16/07/2018,-9.59,PAYMENT,TFL.GOV.UK/CP,,,,
16/07/2018,-31.97,PAYMENT,M&S SIMPLY FOOD,,,,
16/07/2018,-20,REPEATPMT,LONDIS,,,,
16/07/2018,-10,DIRECTDEBIT,EAT LTD,,,,
16/07/2018,-19.97,PAYMENT,COSTA COFFEE,,,,
16/07/2018,-20.95,PAYMENT,W M MORRISONS,,,,
16/07/2018,-6.81,PAYMENT,WWW.TICKETLINE.CO.,,,,
16/07/2018,-1.89,PAYMENT,CREDITEXPERT.CO.UK,,,,
16/07/2018,-5.99,PAYMENT,WILKO RETAIL LIMIT,,,,
16/07/2018,-13.05,PAYMENT,WEST CENTRAL,,,,
16/07/2018,-28.56,PAYMENT,THE WORKS,,,,
16/07/2018,-15,PAYMENT,TFL.GOV.UK/CP,,,,
16/07/2018,-9.5,PAYMENT,PUCCINOS,,,,
16/07/2018,-3.1,PAYMENT,WILKO RETAIL LIMIT,,,,
16/07/2018,-1,PAYMENT,TOY BARNHAUS,,,,
16/07/2018,-500.87,PAYMENT,SAINSBURY'S S/MKTS,,,,
16/07/2018,-9.99,PAYMENT,AMAZON DIGITAL DWN,,,,
16/07/2018,-38.05,PAYMENT,W M MORRISONS,,,,
16/07/2018,-22.44,PAYMENT,WH SMITH,,,,
16/07/2018,-9.88,PAYMENT,WAITROSE,,,,
16/07/2018,-12.2,PAYMENT,WAITROSE,,,,
16/07/2018,-2.7,PAYMENT,NOWTV.COM/BILLINGH,,,,
16/07/2018,-2.7,PAYMENT,WWW.TICKETLINE.CO.,,,,
13/07/2018,-50,CASH,WWW.TICKETLINE.CO.,,,,
13/07/2018,500,FT,TWO MANY COOKS,,,,
13/07/2018,-256.56,PAYMENT,GRACIES,,,,
13/07/2018,-9.45,PAYMENT,Hard Court Road,,,,
13/07/2018,-10.92,PAYMENT,ITUNES.COM/BILL,,,,
13/07/2018,-1.79,PAYMENT,Amazon Digital Dwn,,,,
13/07/2018,-4.3,PAYMENT,POD,,,,
13/07/2018,-2.6,PAYMENT,GAP,,,,
13/07/2018,-2.6,PAYMENT,CRABTREE INN,,,,
13/07/2018,-7.99,PAYMENT,TFL.GOV.UK/CP,,,,
13/07/2018,-2.85,PAYMENT,NEW SOUTHERN RAILW,,,,
13/07/2018,-20,CASH,IZ,,,,
12/07/2018,-15.4,PAYMENT,HORIZON PARKING LT,,,,
12/07/2018,-7.75,PAYMENT,EAT LTD,,,,
12/07/2018,-7.48,PAYMENT,COSTA @ NEXT,,,,
12/07/2018,-20,CASH,NEXT RETAIL LTD,,,,
11/07/2018,-8.7,PAYMENT,NEXT DIRECTORY,,,,
11/07/2018,-3.1,PAYMENT,MBNA LTD CS,,,,
11/07/2018,-2.8,PAYMENT,INDIGO PARK SOLUTI,,,,
11/07/2018,-2.8,PAYMENT,DEXTER BURGER LIMI,,,,
11/07/2018,-2.65,PAYMENT,TESCO STORES,,,,
11/07/2018,-12.2,PAYMENT,SCREWFIX DIRECT LT,,,,
11/07/2018,-2.2,PAYMENT,COSTA COFFEE,,,,
11/07/2018,-8.28,PAYMENT,BOOTS,,,,
11/07/2018,-7.1,PAYMENT,TK MAXX,,,,
10/07/2018,-140,FT,NEXT RETAIL LTD,,,,
10/07/2018,-16,FT,WAITROSE,,,,
10/07/2018,-3,FT,MCDONALDS,,,,
10/07/2018,-5,FT,BP COUNTY OAK S/SE,,,,
10/07/2018,-85,PAYMENT,AMF BOWLING,,,,
09/07/2018,-7.2,PAYMENT,AMF BOWLING,,,,
09/07/2018,-7.2,PAYMENT,AMF BOWLING,,,,
09/07/2018,-19.1,PAYMENT,WAITROSE,,,,
09/07/2018,-6.6,PAYMENT,AMAZON SVCS EU-UK,,,,
09/07/2018,-72.8,PAYMENT,AMAZON EU AMAZON.C,,,,
09/07/2018,-74.5,PAYMENT,INSIDE OUT HEALTH,,,,
09/07/2018,-6.25,DIRECTDEBIT,THE TEA HOUSE,,,,
09/07/2018,-74.41,DIRECTDEBIT,PAYPAL,,,,
09/07/2018,-16.85,PAYMENT,PUCCINOS,,,,
09/07/2018,-3.5,PAYMENT,MAPLIN LIVERPL ST,,,,
09/07/2018,-8.2,PAYMENT,MAPLIN LIVERPL ST,,,,
09/07/2018,-23.28,PAYMENT,TFL.GOV.UK/CP,,,,
09/07/2018,-4.8,PAYMENT,Amazon Digital Vid,,,,
09/07/2018,-3,PAYMENT,BOOTS,,,,
09/07/2018,-14.91,PAYMENT,WILKO RETAIL LIMIT,,,,
09/07/2018,-8.05,PAYMENT,WEST CENTRAL,,,,
09/07/2018,-17,PAYMENT,HORIZON PARKING LT,,,,
09/07/2018,-9.33,PAYMENT,SAINSBURY'S S/MKTS,,,,
09/07/2018,-5.76,PAYMENT,PETS AT HOME,,,,
09/07/2018,-20,CASH,BP HILLSIDE CONNEC,,,,
09/07/2018,-0.79,PAYMENT,WINKWORTH,,,,
09/07/2018,-7.99,PAYMENT,THE NATIONAL TRUST,,,,
09/07/2018,-1.99,PAYMENT,REIGATE,,,,
09/07/2018,-8.2,PAYMENT,Amazon Digital Vid,,,,
09/07/2018,-5.69,PAYMENT,PRIORY FARM SHOP,,,,
09/07/2018,-16.65,PAYMENT,PRIORY FARM NURSER,,,,
09/07/2018,-68.16,PAYMENT,PETS CORNER,,,,
09/07/2018,-74.39,PAYMENT,BP HILLSIDE CONNEC,,,,
09/07/2018,-3.8,PAYMENT,AEROSPACE RESOURCE,,,,
09/07/2018,-54.5,PAYMENT,SAINSBURY'S S/MKTS,,,,
09/07/2018,-700,PAYMENT,ARGOS REDHILL,,,,
09/07/2018,-34,PAYMENT,UBER TRIP P,,,,
06/07/2018,-20,CASH,Amazon Digital Vid,,,,
06/07/2018,-7.46,PAYMENT,PAPERCHASE,,,,
06/07/2018,-2.3,PAYMENT,DEEP BLUE,,,,
06/07/2018,-19.95,PAYMENT,PIZZA EXPRESS,,,,
06/07/2018,-3.99,PAYMENT,NEW SOUTHERN RAILW,,,,
06/07/2018,-8.2,PAYMENT,MAYNES ELECTRICAL,,,,
06/07/2018,-50.01,PAYMENT,DORKING MODELS,,,,
06/07/2018,-85,DIRECTDEBIT,CHECKMYFILE.COM,,,,
05/07/2018,-5.91,PAYMENT,Amazon Digital Vid,,,,
05/07/2018,-36.97,PAYMENT,Amazon Digital Vid,,,,
05/07/2018,-15.99,PAYMENT,TFL.GOV.UK/CP,,,,
05/07/2018,-60,CASH,SAINSBURYS S/MKTS,,,,
05/07/2018,-6,PAYMENT,POD,,,,
05/07/2018,-100,PAYMENT,BP HILLSIDE CONNEC,,,,
05/07/2018,-303.11,PAYMENT,WWW.TICKETLINE.CO.,,,,
05/07/2018,-18.76,DIRECTDEBIT,Spotify P,,,,
04/07/2018,-6.1,PAYMENT,RYMAN,,,,
04/07/2018,-47.37,CASH,PUCCINOS,,,,
04/07/2018,-9.47,PAYMENT,DVLA DRIVER,,,,
04/07/2018,-39.17,PAYMENT,Amazon Digital Vid,,,,
04/07/2018,-21.99,PAYMENT,POD,,,,
04/07/2018,-10.07,PAYMENT,COSTA COFFEE,,,,
04/07/2018,-2.55,PAYMENT,GOOGLE,,,,
04/07/2018,-9.09,PAYMENT,SPICE GURU,,,,
04/07/2018,-14.17,PAYMENT,PETS AT HOME LTD,,,,
04/07/2018,-3.8,PAYMENT,Amazon Digital Vid,,,,
04/07/2018,-7.15,PAYMENT,ARAMARK,,,,
04/07/2018,-13.53,PAYMENT,ARAMARK,,,,
04/07/2018,-3.99,PAYMENT,YOUTH HOSTEL ASSOC,,,,
04/07/2018,-31.92,DIRECTDEBIT,YOUTH HOSTEL ASSOC,,,,
03/07/2018,-20,CASH,YOUTH HOSTEL ASSOC,,,,
03/07/2018,1.9,BCC,YOUTH HOSTEL ASSOC,,,,
03/07/2018,0.95,BCC,BLETCHLEY PARK TRU,,,,
03/07/2018,-95.41,PAYMENT,BLETCHLEY PARK TRU,,,,
03/07/2018,-106,PAYMENT,YOUTH HOSTEL ASSOC,,,,
03/07/2018,-3.8,PAYMENT,YOUTH HOSTEL ASSOC,,,,
03/07/2018,-1.9,PAYMENT,YOUTH HOSTEL ASSOC,,,,
03/07/2018,-60,CASH,YOUTH HOSTEL ASSOC,,,,
02/07/2018,-12.85,PAYMENT,Amazon UK Marketpl,,,,
02/07/2018,-4.5,PAYMENT,TODDINGTON N/E GRE,,,,
02/07/2018,-5.69,PAYMENT,REIGATE CULLENDERS,,,,
02/07/2018,-11.67,PAYMENT,VENTURE BAR AND GR,,,,
02/07/2018,-97.8,PAYMENT,Amazon Digital Vid,,,,
02/07/2018,-6000,FT,TFL.GOV.UK/CP,,,,
02/07/2018,-500,FT,PUCCINOS,,,,
02/07/2018,-22,PAYMENT,EAT LTD,,,,
02/07/2018,-50,PAYMENT,ARGOS,,,,
02/07/2018,-12.5,OTH,Amazon Digital Vid,,,,
02/07/2018,-6,OTH,WWW.TICKETLINE.CO.,,,,
02/07/2018,-15.5,OTH,W M MORRISONS,,,,
02/07/2018,4,OTH,COSTA COFFEE,,,,
02/07/2018,-25.37,DIRECTDEBIT,WWWBESTTILEIE,,,,
02/07/2018,-19.38,DIRECTDEBIT,THE HATCH PUBLIC H,,,,
02/07/2018,-585.04,DIRECTDEBIT,ROADCHEF M SERV UP,,,,
02/07/2018,-2400,DIRECTDEBIT,PETS AT HOME LTD,,,,
02/07/2018,-2.49,PAYMENT,HOBBYCRAFT,,,,
02/07/2018,-5.5,PAYMENT,NEXT,,,,
02/07/2018,-5.9,PAYMENT,Amazon Digital Vid,,,,
02/07/2018,-7.95,PAYMENT,SUPERDRUG STORES P,,,,
02/07/2018,-50.1,PAYMENT,MARKS&SPENCER PLC,,,,
29/06/2018,-22.9,PAYMENT,WAITROSE,,,,
29/06/2018,-8.75,PAYMENT,RINGGO PARKING,,,,
29/06/2018,-4.35,PAYMENT,NOWTV.COM/BILLINGH,,,,
29/06/2018,-56.84,PAYMENT,AMAZON DIGITAL DWN,,,,
29/06/2018,-87.19,PAYMENT,TFL.GOV.UK/CP,,,,
29/06/2018,7593.37,DIRECTDEP,PUCCINOS,,,,
28/06/2018,-5.69,PAYMENT,MARKS&SPENCER PLC,,,,
28/06/2018,-20.48,PAYMENT,REIGATE,,,,
28/06/2018,-12.91,PAYMENT,BOOTS,,,,
28/06/2018,-3.6,PAYMENT,W M MORRISONS,,,,
28/06/2018,-290,FT,REIGATE DRY CLEANE,,,,
27/06/2018,-7.23,PAYMENT,NOWTV.COM/BILLINGH,,,,
27/06/2018,-3.6,PAYMENT,HOMEBASE LTD,,,,
27/06/2018,-1.5,PAYMENT,TFL.GOV.UK/CP,,,,
27/06/2018,-0.9,PAYMENT,PUCCINOS,,,,
27/06/2018,-7.99,PAYMENT,EAT LTD,,,,
26/06/2018,-20,CASH,WWW.TICKETLINE.CO.,,,,
26/06/2018,-9.98,PAYMENT,TFL.GOV.UK/CP,,,,
26/06/2018,-0.99,OTH,PUCCINOS,,,,
26/06/2018,-2.4,PAYMENT,EAT LTD,,,,
26/06/2018,-3.95,PAYMENT,COSTA COFFEE,,,,
26/06/2018,-10.78,PAYMENT,W M MORRISONS,,,,
26/06/2018,-16.8,PAYMENT,WAITROSE,,,,
26/06/2018,-9.99,PAYMENT,WAITROSE,,,,
26/06/2018,-113.95,PAYMENT,RINGGO PARKING,,,,
26/06/2018,-7.1,PAYMENT,MAJESTIC WINE,,,,
26/06/2018,-60,CASH,MARTIN MCCOLL,,,,
25/06/2018,-9.5,PAYMENT,COSTA COFFEE,,,,
25/06/2018,-15.05,PAYMENT,BOOTS,,,,
25/06/2018,-7.5,PAYMENT,WH SMITH,,,,
25/06/2018,-5.99,PAYMENT,CRAWLEY,,,,
25/06/2018,-4,PAYMENT,B&Q,,,,
25/06/2018,-6.59,PAYMENT,ITUNES.COM/BILL,,,,
25/06/2018,-6.98,PAYMENT,Amazon UK Marketpl,,,,
25/06/2018,-6.64,PAYMENT,WH SMITH,,,,
25/06/2018,-7.6,PAYMENT,REIGATE PARISH CHU,,,,
25/06/2018,-7.25,PAYMENT,Amazon UK Marketpl,,,,
25/06/2018,-12.1,PAYMENT,Amazon UK Marketpl,,,,
25/06/2018,-1.2,PAYMENT,Amazon UK Marketpl,,,,
25/06/2018,-7.99,PAYMENT,MRS LUCY DAVIES,,,,
25/06/2018,-4.99,PAYMENT,TFL.GOV.UK/CP,,,,
25/06/2018,-0.99,PAYMENT,PUCCINOS,,,,
25/06/2018,-3.75,PAYMENT,EAT,,,,
25/06/2018,-2.59,PAYMENT,CHAPTERS CAFE,,,,
25/06/2018,-1.4,PAYMENT,C BREWER&SONS,,,,
25/06/2018,-0.89,PAYMENT,WWW.TICKETLINE.CO.,,,,
25/06/2018,-3.38,PAYMENT,COSTA COFFEE,,,,
25/06/2018,-11.6,PAYMENT,WWW.JOHNLEWIS.COM,,,,
25/06/2018,-12,PAYMENT,W M MORRISONS,,,,
25/06/2018,-4.5,PAYMENT,TESCO - Entertaine,,,,
25/06/2018,-7.45,PAYMENT,SCALE MODEL SHOP L,,,,
25/06/2018,-7.64,PAYMENT,WEST CENTRAL,,,,
25/06/2018,-6.6,PAYMENT,ROBERT DYAS HOLDNG,,,,
25/06/2018,-3,PAYMENT,MARKS&SPENCER PLC,,,,
25/06/2018,-0.87,PAYMENT,MARKS&SPENCER PLC,,,,
25/06/2018,-54,PAYMENT,H&M,,,,
25/06/2018,-3.3,PAYMENT,WAITROSE,,,,
25/06/2018,-7.2,PAYMENT,RINGGO PARKING,,,,
25/06/2018,-2.4,PAYMENT,MCDONALDS,,,,
25/06/2018,-3.03,PAYMENT,COSTA COFFEE,,,,
25/06/2018,-6.25,PAYMENT,TINC LTD,,,,
25/06/2018,-36.6,PAYMENT,AMFBOWLING.CO.UK,,,,
25/06/2018,-313.2,PAYMENT,TFL.GOV.UK/CP,,,,
22/06/2018,-8.99,PAYMENT,REIGATE CULLENDERS,,,,
22/06/2018,-10.4,PAYMENT,PUCCINOS,,,,
22/06/2018,-16.6,PAYMENT,ITSU,,,,
22/06/2018,-3.15,PAYMENT,COSTA COFFEE,,,,
22/06/2018,-10.7,PAYMENT,WH SMITH,,,,
22/06/2018,-6.3,PAYMENT,C BREWER&SONS,,,,
22/06/2018,-7,PAYMENT,TFL.GOV.UK/CP,,,,
22/06/2018,-1.1,PAYMENT,NATIONAL RAILCARD,,,,
22/06/2018,-3.95,PAYMENT,AMAZON DIGITAL DWN,,,,
22/06/2018,-16.48,PAYMENT,WASABI FINSBURY PA,,,,
22/06/2018,-18,PAYMENT,TFL.GOV.UK/CP,,,,
22/06/2018,-4.2,PAYMENT,BOOTS,,,,
22/06/2018,-32.97,PAYMENT,WWW.TICKETLINE.CO.,,,,
22/06/2018,-100.97,PAYMENT,GOOGLE,,,,
22/06/2018,-5.75,PAYMENT,ILAM HALL,,,,
21/06/2018,-20,CASH,WWW.WONDERLANDMODE,,,,
21/06/2018,-10.51,PAYMENT,GOOGLE,,,,
21/06/2018,-20.83,PAYMENT,GOOGLE,,,,
21/06/2018,-10.7,PAYMENT,WCT CATERING,,,,
21/06/2018,-12.5,PAYMENT,THE BODY SHOP,,,,
21/06/2018,-7.16,PAYMENT,STARBUCKS-,,,,
21/06/2018,-3.95,PAYMENT,SAINSBURYS REDHILL,,,,
21/06/2018,-80.02,PAYMENT,MCDONALDS,,,,
21/06/2018,-54.58,DIRECTDEBIT,COSTA COFFEE,,,,
20/06/2018,-6.4,PAYMENT,COSTA COFFEE,,,,
20/06/2018,-6.3,PAYMENT,SIMPLY CLINTONS,,,,
20/06/2018,-2.65,PAYMENT,RINGGO PARKING,,,,
20/06/2018,-12.2,PAYMENT,SHELL BUCKLAND,,,,
20/06/2018,-4,PAYMENT,SAINSBURYS S/MKTS,,,,
20/06/2018,-528.7,PAYMENT,NEW LOOK,,,,
20/06/2018,-7.1,PAYMENT,WAITROSE,,,,
20/06/2018,-52,FT,IKEA LIMITED,,,,
19/06/2018,-8.3,PAYMENT,JOHN LEWIS,,,,
19/06/2018,-4.38,PAYMENT,JOHN LEWIS,,,,
19/06/2018,-3.35,PAYMENT,IKEA LIMITED,,,,
19/06/2018,-10,PAYMENT,CHECKMYFILE.COM,,,,
19/06/2018,-9.94,PAYMENT,1ST STOP STATIONER,,,,
19/06/2018,-20,CASH,PIZZA EXPRESS,,,,
18/06/2018,-7.91,PAYMENT,POD,,,,
18/06/2018,-4.49,PAYMENT,MAISON DU VELO CAF,,,,
18/06/2018,-9.6,PAYMENT,TRAINLINE,,,,
18/06/2018,-86.84,PAYMENT,DVLA DRIVER,,,,
18/06/2018,-46.17,DIRECTDEBIT,W M MORRISONS,,,,
18/06/2018,-10,DIRECTDEBIT,TFL.GOV.UK/CP,,,,
18/06/2018,-11.48,PAYMENT,PUCCINOS,,,,
18/06/2018,-1.2,PAYMENT,ITSU,,,,
18/06/2018,-23,PAYMENT,COSTA COFFEE,,,,
18/06/2018,-13.55,PAYMENT,WWW.TICKETLINE.CO.,,,,
18/06/2018,-4.55,PAYMENT,W M MORRISONS,,,,
18/06/2018,-7.05,PAYMENT,1ST STOP STATIONER,,,,
18/06/2018,-22.55,PAYMENT,PRIORY FARM SHOP,,,,
